Overall,Potential,Wage,International Reputation,Skill Moves,Release Clause,Club_Club Class C,Club_Club Class B,Contract Expire Year,Value
0.875,0.8723404255319149,0.45035460992907805,0.5,0.890625,0.6019062901436731,0.0,1.0,0.625,0.5864629926576083
0.875,0.8936170212765957,0.5035460992907802,0.5,0.890625,0.5541175077930789,0.0,1.0,0.375,0.502067685036712
0.875,0.8723404255319149,0.5567375886524824,0.75,0.921875,0.46204737665890644,0.0,1.0,0.125,0.5864629926576083
0.875,0.8510638297872342,0.29078014184397166,0.5,0.859375,0.46204737665890644,0.0,0.0,0.5,0.523166511941936
0.875,0.9148936170212767,0.5567375886524824,0.5,0.890625,0.6847694081644284,0.0,1.0,0.5,0.6202211157059667
0.875,0.9148936170212767,0.3617021276595745,0.5,0.9375,0.6203203163705077,0.0,1.0,0.25,0.6202211157059667
0.875,0.8723404255319149,0.601063829787234,0.5,0.9375,0.6475029265148824,0.0,1.0,0.625,0.5864629926576083
0.875,0.8510638297872342,0.46808510638297873,0.5,0.875,0.4914221327826662,0.0,1.0,0.375,0.4978479196556672
0.875,0.8510638297872342,0.2819148936170213,0.75,0.828125,0.33271076387518794,0.0,1.0,0.375,0.38813401974850203
0.875,0.8510638297872342,0.5035460992907802,0.75,0.96875,0.3866375549680604,0.0,1.0,0.5,0.3628154274622331
0.875,0.8510638297872342,0.6276595744680852,0.75,0.96875,0.5392109151332605,0.0,1.0,0.5,0.5062874504177568
0.875,0.8510638297872342,0.2641843971631206,0.75,0.25,0.2919368486586258,0.0,1.0,0.5,0.3037387121276057
0.875,0.8510638297872342,0.4326241134751773,0.75,0.828125,0.46204737665890644,0.0,1.0,0.125,0.48096885813148793
0.875,0.8510638297872342,0.29078014184397166,0.75,0.84375,0.19460556717392924,0.0,1.0,0.25,0.2024643429825302
0.875,0.8510638297872342,0.19326241134751773,0.5,0.21875,0.22354189410181202,0.0,1.0,0.375,0.253101527555068
0.875,0.8510638297872342,0.1347517730496454,0.75,0.25,0.03238676469943486,0.0,1.0,0.125,0.03367372774073762
0.8541666666666667,0.9361702127659575,0.3617021276595745,0.5,0.859375,0.5308807604115973,0.0,1.0,0.625,0.48096885813148793
0.8541666666666667,0.8936170212765957,0.22872340425531915,0.5,0.796875,0.5019444334837145,0.0,1.0,0.375,0.5442653388471601
0.8541666666666667,0.8936170212765957,0.2021276595744681,0.5,0.609375,0.39672142647323166,0.0,0.0,0.375,0.43033167355895013
0.8541666666666667,0.9148936170212767,0.37056737588652483,0.75,0.984375,0.5400877735250145,0.0,1.0,0.375,0.5400455734661153
0.8541666666666667,0.8297872340425532,0.3439716312056738,0.5,0.265625,0.2739612516276683,0.0,1.0,0.25,0.2573212929361128
0.8541666666666667,0.8723404255319149,0.4060283687943263,0.5,0.84375,0.5273733268445812,0.0,1.0,0.5,0.5273862773229808
0.8541666666666667,0.8297872340425532,0.2021276595744681,0.5,0.828125,0.3875144133598144,0.0,1.0,0.625,0.4387712043210398
0.8541666666666667,0.8297872340425532,0.4414893617021277,0.5,0.90625,0.34147934779272815,0.0,1.0,0.25,0.320617773651785
0.8541666666666667,0.8297872340425532,0.2375886524822695,0.5,0.859375,0.33534133905045,0.0,0.0,0.25,0.3796944889864124
0.8541666666666667,0.8297872340425532,0.2730496453900709,0.5,0.84375,0.2757149684111764,0.0,1.0,0.125,0.2868596506034265
0.8541666666666667,0.8297872340425532,0.2198581560283688,0.5,0.9375,0.3467404981432523,0.0,0.0,0.25,0.39235378512954683
0.8541666666666667,0.8297872340425532,0.4592198581560284,0.75,0.921875,0.41776602787532824,0.0,1.0,0.375,0.39235378512954683
0.8541666666666667,0.8297872340425532,0.423758865248227,0.75,0.765625,0.3055281537308132,0.0,1.0,0.5,0.2868596506034265
0.8333333333333333,0.9361702127659575,0.3439716312056738,0.25,0.859375,0.5484179282466778,0.0,1.0,0.375,0.5147269811798464
0.8333333333333333,0.9148936170212767,0.31737588652482274,0.25,0.84375,0.5019444334837145,0.0,1.0,0.5,0.502067685036712
0.8333333333333333,0.8936170212765957,0.2198581560283688,0.25,0.34375,0.3502479317102684,0.0,1.0,0.875,0.3501561313190987
0.8333333333333333,0.8297872340425532,0.3439716312056738,0.5,0.890625,0.45020978837022707,0.0,1.0,0.625,0.4387712043210398
0.8333333333333333,0.8510638297872342,0.29078014184397166,0.5,0.828125,0.38532226738042935,0.0,1.0,0.625,0.3754747236053676
0.8333333333333333,0.8723404255319149,0.3439716312056738,0.5,0.828125,0.4769539693187248,0.0,1.0,0.625,0.47674909275044314
0.8333333333333333,0.8297872340425532,0.3439716312056738,0.5,0.9375,0.45897837228776733,0.0,1.0,0.625,0.4472107350831294
0.8333333333333333,0.9148936170212767,0.37056737588652483,0.5,0.734375,0.46599323942179954,0.0,1.0,0.5,0.42189214279686055
0.8333333333333333,0.8723404255319149,0.2375886524822695,0.5,0.890625,0.4642395226382915,0.0,1.0,0.375,0.46408979660730865
0.8333333333333333,0.8085106382978724,0.2819148936170213,0.5,0.90625,0.26387738012249706,0.0,0.0,0.25,0.3079584775086506
0.8333333333333333,0.8085106382978724,0.3085106382978724,0.5,0.890625,0.33621819744220405,0.0,0.0,0.5,0.39235378512954683
0.8333333333333333,0.8085106382978724,0.2375886524822695,0.75,0.875,0.32569589674115573,0.0,1.0,0.375,0.3796944889864124
0.8333333333333333,0.8085106382978724,0.22872340425531915,0.5,0.921875,0.32920333030817184,0.0,1.0,0.375,0.3839142543674572
0.8333333333333333,0.8085106382978724,0.17553191489361702,0.75,0.921875,0.3243806091535247,0.0,1.0,0.625,0.36703519284327796
0.8333333333333333,0.8085106382978724,0.3085106382978724,0.5,0.859375,0.28404512313283964,0.0,1.0,0.5,0.2952991813655161
0.8333333333333333,0.8085106382978724,0.2819148936170213,0.5,0.8125,0.21696545616365684,0.0,0.0,0.625,0.253101527555068
0.8333333333333333,0.8297872340425532,0.2641843971631206,0.5,0.828125,0.32920333030817184,0.0,1.0,0.25,0.3290573044138746
0.8333333333333333,0.8085106382978724,0.31737588652482274,0.5,0.9375,0.3182426004112465,0.0,0.0,0.625,0.37125495822432275
0.8333333333333333,0.8085106382978724,0.2819148936170213,0.5,0.6875,0.21696545616365684,0.0,0.0,0.25,0.253101527555068
0.8333333333333333,0.8085106382978724,0.3351063829787234,0.75,0.78125,0.3625239491948247,0.0,1.0,0.375,0.36703519284327796
0.8333333333333333,0.8085106382978724,0.3262411347517731,0.5,0.90625,0.14593992643158094,0.0,1.0,0.25,0.15182715840999242
0.8333333333333333,0.8085106382978724,0.035460992907801414,0.75,0.875,0.11788045789545216,1.0,0.0,0.375,0.1813655160773061
0.8125,0.9361702127659575,0.14361702127659576,0.0,0.6875,0.3875144133598144,0.0,1.0,0.5,0.39235378512954683
0.8125,0.8936170212765957,0.1276595744680851,0.25,0.9375,0.39277556371033856,0.0,1.0,0.625,0.42611190817790534
0.8125,0.9361702127659575,0.3794326241134752,0.5,0.859375,0.5326344771951054,0.0,1.0,0.625,0.45565026584521906
0.8125,0.8723404255319149,0.16134751773049646,0.5,0.890625,0.43311104973102366,0.0,1.0,0.25,0.42189214279686055
0.8125,0.8936170212765957,0.2021276595744681,0.5,0.265625,0.31605045443186147,0.0,1.0,0.75,0.3079584775086506
0.8125,0.8510638297872342,0.16134751773049646,0.5,0.90625,0.3064050121225672,0.0,1.0,0.625,0.3417166005570091
0.8125,0.8936170212765957,0.1347517730496454,0.5,0.921875,0.47037753138056965,0.0,1.0,1.0,0.42611190817790534
0.8125,0.7872340425531916,0.3617021276595745,0.5,0.875,0.32832647191641784,0.0,1.0,0.625,0.3417166005570091
0.8125,0.8297872340425532,0.19326241134751773,0.75,0.953125,0.2875525566998557,0.0,1.0,0.375,0.320617773651785
0.8125,0.8085106382978724,0.15425531914893617,0.5,0.921875,0.41908131546295924,0.0,1.0,0.125,0.3796944889864124
0.8125,0.8085106382978724,0.31737588652482274,0.5,0.875,0.38970655933919945,0.0,1.0,0.5,0.3796944889864124
0.8125,0.8297872340425532,0.16843971631205673,0.5,0.578125,0.2919368486586258,0.0,1.0,0.5,0.31639800827074016
0.8125,0.7872340425531916,0.299645390070922,0.5,0.75,0.23099519043172123,0.0,1.0,0.5,0.24044223141193352
0.8125,0.7872340425531916,0.11524822695035461,0.25,0.90625,0.34060248940097415,0.0,1.0,0.25,0.31217824288969537
0.8125,0.7872340425531916,0.41489361702127664,0.5,0.9375,0.47037753138056965,1.0,0.0,0.125,0.31217824288969537
0.8125,0.8297872340425532,0.2198581560283688,0.5,0.234375,0.24195592032864652,0.0,0.0,0.375,0.2699805890792472
0.8125,0.7872340425531916,0.3794326241134752,0.75,0.921875,0.30421286614318216,0.0,1.0,0.5,0.31639800827074016
0.8125,0.7872340425531916,0.047872340425531915,0.5,0.859375,0.3419177769886052,0.0,1.0,0.125,0.3290573044138746
0.8125,0.7872340425531916,0.2021276595744681,0.75,0.78125,0.21696545616365684,0.0,1.0,0.375,0.253101527555068
0.8125,0.7872340425531916,0.3617021276595745,0.75,0.953125,0.23362576560698328,0.0,1.0,0.375,0.21934340450670944
0.8125,0.7872340425531916,0.19326241134751773,0.5,0.953125,0.2796608311740695,0.0,1.0,0.5,0.31639800827074016
0.8125,0.7872340425531916,0.2021276595744681,0.5,0.8125,0.22748775686470513,0.0,1.0,0.25,0.2573212929361128
0.8125,0.7872340425531916,0.2819148936170213,0.5,0.90625,0.23888691595750744,0.0,0.0,0.375,0.27842011984133685
0.8125,0.7872340425531916,0.17553191489361702,0.75,0.828125,0.3458636397514983,0.0,1.0,0.375,0.3248375390328298
0.8125,0.7872340425531916,0.18439716312056736,0.5,0.9375,0.2647542385142511,0.0,1.0,0.5,0.29951894674656093
0.8125,0.7872340425531916,0.06560283687943262,0.5,0.796875,0.0670226711737188,0.0,1.0,0.25,0.07587138155118575
0.8125,0.7872340425531916,0.25531914893617025,0.5,0.890625,0.18802912923577406,0.0,0.0,0.25,0.21934340450670944
0.8125,0.7872340425531916,0.16843971631205673,0.5,0.71875,0.1156883119160671,0.0,1.0,0.25,0.13072833150476834
0.8125,0.7872340425531916,0.423758865248227,0.75,0.84375,0.33271076387518794,0.0,1.0,0.375,0.31217824288969537
0.8125,0.7872340425531916,0.14184397163120568,0.5,0.890625,0.1932902795862982,0.0,1.0,0.125,0.1813655160773061
0.8125,0.7872340425531916,0.299645390070922,0.75,0.75,0.1783836869264798,0.0,1.0,0.125,0.18558528145835093
0.8125,0.7872340425531916,0.09929078014184398,0.75,0.703125,0.074914396699505,0.0,1.0,0.125,0.07587138155118575
0.8125,0.7872340425531916,0.024822695035460994,1.0,0.859375,0.09201313533870846,1.0,0.0,0.5,0.11806903536163389
0.7916666666666667,0.8510638297872342,0.18439716312056736,0.25,0.671875,0.2871141275039787,0.0,1.0,0.75,0.2868596506034265
0.7916666666666667,0.8510638297872342,0.1099290780141844,0.25,0.65625,0.3169273128236155,0.0,1.0,0.625,0.2868596506034265
0.7916666666666667,0.8297872340425532,0.03723404255319149,0.5,0.9375,0.29105999026687185,0.0,1.0,0.375,0.2699805890792472
0.7916666666666667,0.8510638297872342,0.2375886524822695,0.25,0.765625,0.2871141275039787,0.0,1.0,0.625,0.2868596506034265
0.7916666666666667,0.8510638297872342,0.03723404255319149,0.25,0.9375,0.3682235287412259,0.0,1.0,0.625,0.3417166005570091
0.7916666666666667,0.8936170212765957,0.14716312056737588,0.25,0.59375,0.29588271142151895,0.0,1.0,0.5,0.3079584775086506
0.7916666666666667,0.8936170212765957,0.29078014184397166,0.5,0.84375,0.38181483381341325,0.0,1.0,0.125,0.3585956620811883
0.7916666666666667,0.8936170212765957,0.2021276595744681,0.5,0.921875,0.38181483381341325,0.0,1.0,0.75,0.3585956620811883
0.7916666666666667,0.8510638297872342,0.21099290780141844,0.5,0.875,0.2945674238338879,0.0,1.0,0.625,0.2868596506034265
0.7916666666666667,0.8723404255319149,0.15780141843971632,0.5,0.71875,0.29939014498853506,0.0,1.0,0.5,0.29951894674656093
0.7916666666666667,0.8085106382978724,0.06560283687943262,0.5,0.8125,0.30026700338028905,0.0,1.0,0.625,0.2657608236982024
0.7916666666666667,0.8297872340425532,0.2730496453900709,0.25,0.890625,0.32087317558650863,0.0,1.0,0.625,0.320617773651785
0.7916666666666667,0.8297872340425532,0.12588652482269502,0.25,0.875,0.33753348502983505,0.0,1.0,0.375,0.3290573044138746
0.7916666666666667,0.8297872340425532,0.3262411347517731,0.5,0.796875,0.2932521362462569,0.0,1.0,0.5,0.2657608236982024
0.7916666666666667,0.8723404255319149,0.16312056737588654,0.5,0.890625,0.3638392367824558,0.0,1.0,0.375,0.3543758967001435
0.7916666666666667,0.7872340425531916,0.2198581560283688,0.5,0.875,0.31210459166896837,0.0,1.0,0.625,0.31217824288969537
0.7916666666666667,0.8085106382978724,0.12588652482269502,0.25,0.265625,0.21652702696777984,0.0,1.0,0.25,0.21090387374461983
0.7916666666666667,0.8085106382978724,0.15425531914893617,0.5,0.6875,0.2450249246997856,0.0,1.0,0.625,0.2657608236982024
0.7916666666666667,0.8723404255319149,0.18439716312056736,0.25,0.21875,0.223103464905935,0.0,0.0,0.5,0.24888176217402316
0.7916666666666667,0.7659574468085106,0.2641843971631206,0.5,0.890625,0.21345802259664073,0.0,0.0,0.25,0.24888176217402316
0.7916666666666667,0.7659574468085106,0.07801418439716312,0.25,0.859375,0.27615339760705343,0.0,1.0,0.5,0.253101527555068
0.7916666666666667,0.8297872340425532,0.2021276595744681,0.5,0.25,0.23362576560698328,0.0,1.0,0.625,0.22778293526879909
0.7916666666666667,0.7659574468085106,0.29078014184397166,0.5,0.859375,0.19460556717392924,0.0,1.0,0.25,0.2024643429825302
0.7916666666666667,0.7659574468085106,0.12943262411347517,0.25,0.15625,0.1639155234625384,0.0,1.0,0.625,0.18558528145835093
0.7916666666666667,0.7659574468085106,0.08865248226950355,0.25,0.84375,0.28536041072047064,0.0,1.0,0.625,0.26154105831715757
0.7916666666666667,0.7659574468085106,0.29078014184397166,0.5,0.875,0.19855142993682234,0.0,1.0,0.5,0.206684108363575
0.7916666666666667,0.7659574468085106,0.3085106382978724,0.5,0.90625,0.25949308816372696,0.0,1.0,0.25,0.2699805890792472
0.7916666666666667,0.7659574468085106,0.18439716312056736,0.5,0.84375,0.20512786787497753,0.0,0.0,0.25,0.23200270064984388
0.7916666666666667,0.7659574468085106,0.2198581560283688,0.75,0.875,0.23932534515338444,0.0,1.0,0.375,0.24888176217402316
0.7916666666666667,0.7659574468085106,0.2819148936170213,0.5,0.859375,0.18101426210174187,0.0,0.0,0.25,0.21090387374461983
0.7916666666666667,0.7659574468085106,0.3085106382978724,0.5,0.859375,0.24721707067917065,0.0,1.0,0.25,0.2573212929361128
0.7916666666666667,0.7872340425531916,0.0726950354609929,0.25,0.265625,0.22880304445233615,0.0,1.0,0.5,0.2024643429825302
0.7916666666666667,0.7659574468085106,0.05319148936170213,0.5,0.90625,0.26694638449363617,0.0,1.0,0.25,0.24466199679297834
0.7916666666666667,0.7659574468085106,0.1347517730496454,0.5,0.921875,0.17882211612235682,0.0,1.0,0.5,0.2024643429825302
0.7916666666666667,0.7659574468085106,0.13120567375886524,0.5,0.875,0.22924147364821318,0.0,1.0,0.375,0.23200270064984388
0.7916666666666667,0.7659574468085106,0.0425531914893617,0.5,0.875,0.14462463884394988,0.0,1.0,0.25,0.13916786226685798
0.7916666666666667,0.7659574468085106,0.24645390070921985,0.5,0.671875,0.19153656280279016,0.0,1.0,0.375,0.19402481222044057
0.7916666666666667,0.7659574468085106,0.07092198581560284,0.5,0.21875,0.15821594391613725,0.0,1.0,0.375,0.16026668917208206
0.7916666666666667,0.7659574468085106,0.2021276595744681,0.5,0.859375,0.2081968722461166,0.0,1.0,0.25,0.21090387374461983
0.7916666666666667,0.7659574468085106,0.13652482269503546,0.25,0.28125,0.15821594391613725,0.0,1.0,0.625,0.16026668917208206
0.7916666666666667,0.7659574468085106,0.15425531914893617,0.5,0.671875,0.13410233814290162,0.0,0.0,0.375,0.15182715840999242
0.7916666666666667,0.7659574468085106,0.09219858156028368,0.5,0.875,0.22354189410181202,0.0,1.0,0.5,0.253101527555068
0.7916666666666667,0.7659574468085106,0.16666666666666666,0.5,0.671875,0.030194618720049804,0.0,0.0,0.125,0.035361633893155546
0.7916666666666667,0.7659574468085106,0.1400709219858156,0.5,0.84375,0.1292796169882545,0.0,1.0,0.25,0.13072833150476834
0.7916666666666667,0.7659574468085106,0.19326241134751773,0.75,0.84375,0.11218087834905101,0.0,1.0,0.125,0.13072833150476834
0.7708333333333333,0.9361702127659575,0.2730496453900709,0.5,0.84375,0.3945292804938466,0.0,1.0,0.5,0.33749683517596424
0.7708333333333333,0.9361702127659575,0.22872340425531915,0.25,0.84375,0.3686619579371029,0.0,1.0,0.625,0.3459363659380539
0.7708333333333333,0.7446808510638299,0.08865248226950355,0.0,0.890625,0.22091131892654994,0.0,1.0,0.375,0.2362224660308887
0.7708333333333333,0.7446808510638299,0.07446808510638298,0.0,0.71875,0.17750682853472577,0.0,1.0,0.375,0.18980504683939575
0.7708333333333333,0.7446808510638299,0.10460992907801418,0.0,0.765625,0.2375716283698764,0.0,1.0,0.375,0.24044223141193352
0.7708333333333333,0.8723404255319149,0.14361702127659576,0.25,0.734375,0.2739612516276683,0.0,1.0,0.625,0.2573212929361128
0.7708333333333333,0.8510638297872342,0.21099290780141844,0.25,0.859375,0.2945674238338879,0.0,1.0,0.625,0.2868596506034265
0.7708333333333333,0.8510638297872342,0.14893617021276595,0.25,0.921875,0.2573009421843419,0.0,1.0,0.5,0.2868596506034265
0.7708333333333333,0.8723404255319149,0.11170212765957446,0.5,0.890625,0.3502479317102684,0.0,1.0,0.625,0.29951894674656093
0.7708333333333333,0.8297872340425532,0.14893617021276595,0.25,0.796875,0.2573009421843419,0.0,1.0,0.625,0.2868596506034265
0.7708333333333333,0.8510638297872342,0.11702127659574468,0.25,0.625,0.22967990284409018,0.0,1.0,0.625,0.24888176217402316
0.7708333333333333,0.8936170212765957,0.030141843971631204,0.25,0.90625,0.2573009421843419,1.0,0.0,0.0,0.3079584775086506
0.7708333333333333,0.8297872340425532,0.12234042553191489,0.5,0.8125,0.2682616720812672,0.0,1.0,0.25,0.2910794159844713
0.7708333333333333,0.8297872340425532,0.1595744680851064,0.25,0.90625,0.2783455435864385,0.0,1.0,0.125,0.27842011984133685
0.7708333333333333,0.8510638297872342,0.14893617021276595,0.5,0.921875,0.2573009421843419,0.0,1.0,0.5,0.2868596506034265
0.7708333333333333,0.7659574468085106,0.047872340425531915,0.25,0.875,0.2906215610709948,0.0,1.0,0.625,0.2573212929361128
0.7708333333333333,0.8085106382978724,0.047872340425531915,0.5,0.875,0.20995058902962466,0.0,1.0,0.375,0.27420035446029206
0.7708333333333333,0.7446808510638299,0.3617021276595745,0.25,0.859375,0.24283277872040054,0.0,1.0,0.375,0.22778293526879909
0.7708333333333333,0.8085106382978724,0.03368794326241135,0.5,0.84375,0.32175003397826263,1.0,0.0,0.375,0.27842011984133685
0.7708333333333333,0.7872340425531916,0.09219858156028368,0.0,0.796875,0.3050897245349362,0.0,1.0,0.625,0.2699805890792472
0.7708333333333333,0.7446808510638299,0.03723404255319149,0.5,0.671875,0.17531468255534072,0.0,1.0,0.375,0.16870621993417168
0.7708333333333333,0.8723404255319149,0.29078014184397166,0.5,0.890625,0.2573009421843419,0.0,1.0,0.125,0.2952991813655161
0.7708333333333333,0.9148936170212767,0.14716312056737588,0.0,0.21875,0.25598565459671085,0.0,1.0,0.875,0.24044223141193352
0.7708333333333333,0.7659574468085106,0.0851063829787234,0.25,0.890625,0.2862372691122247,0.0,1.0,0.5,0.253101527555068
0.7708333333333333,0.8510638297872342,0.14893617021276595,0.25,0.84375,0.260808375751358,0.0,1.0,0.25,0.2910794159844713
0.7708333333333333,0.8510638297872342,0.13652482269503546,0.0,0.34375,0.21652702696777984,0.0,1.0,0.75,0.21090387374461983
0.7708333333333333,0.8085106382978724,0.11702127659574468,0.25,0.609375,0.24239434952452352,0.0,1.0,0.25,0.21934340450670944
0.7708333333333333,0.8297872340425532,0.2198581560283688,0.25,0.71875,0.2406406327410155,0.0,1.0,0.5,0.24044223141193352
0.7708333333333333,0.8085106382978724,0.2021276595744681,0.5,0.8125,0.2568625129884649,0.0,1.0,0.5,0.27842011984133685
0.7708333333333333,0.8085106382978724,0.1595744680851064,0.5,0.90625,0.2743996808235454,0.0,1.0,0.375,0.27420035446029206
0.7708333333333333,0.7872340425531916,0.19326241134751773,0.5,0.859375,0.2726459640400373,0.0,1.0,0.5,0.2657608236982024
0.7708333333333333,0.7659574468085106,0.2021276595744681,0.5,0.859375,0.261685234143112,0.0,1.0,0.625,0.26154105831715757
0.7708333333333333,0.8085106382978724,0.035460992907801414,0.5,0.8125,0.24546335389566262,0.0,1.0,0.5,0.22778293526879909
0.7708333333333333,0.7872340425531916,0.31737588652482274,0.25,0.71875,0.22836461525645915,0.0,1.0,0.375,0.206684108363575
0.7708333333333333,0.8297872340425532,0.0425531914893617,0.25,0.203125,0.16566924024604646,0.0,1.0,0.625,0.2024643429825302
0.7708333333333333,0.7446808510638299,0.1524822695035461,0.25,0.875,0.19767457154506832,0.0,0.0,0.625,0.22356316988775427
0.7708333333333333,0.7446808510638299,0.11170212765957446,0.25,0.71875,0.1415556344728108,0.0,1.0,0.625,0.16026668917208206
0.7708333333333333,0.8085106382978724,0.299645390070922,0.5,0.84375,0.24677864148329365,0.0,1.0,0.5,0.22356316988775427
0.7708333333333333,0.7659574468085106,0.09929078014184398,0.25,0.84375,0.2906215610709948,0.0,1.0,0.5,0.2573212929361128
0.7708333333333333,0.7446808510638299,0.03723404255319149,0.5,0.90625,0.22354189410181202,0.0,1.0,0.5,0.21512363912566462
0.7708333333333333,0.7446808510638299,0.12943262411347517,0.25,0.875,0.19767457154506832,0.0,1.0,0.375,0.22356316988775427
0.7708333333333333,0.7659574468085106,0.07092198581560284,0.25,0.234375,0.2003051467203304,0.0,1.0,0.375,0.17714575069626132
0.7708333333333333,0.7659574468085106,0.0726950354609929,0.25,0.1875,0.1634770942666614,0.0,1.0,0.375,0.17714575069626132
0.7708333333333333,0.7446808510638299,0.2198581560283688,0.25,0.828125,0.17487625335946372,0.0,1.0,0.5,0.17714575069626132
0.7708333333333333,0.7446808510638299,0.25531914893617025,0.5,0.890625,0.21258116420488674,0.0,1.0,0.375,0.21512363912566462
0.7708333333333333,0.7659574468085106,0.22872340425531915,0.25,0.90625,0.20249729269971545,0.0,1.0,0.625,0.2024643429825302
0.7708333333333333,0.7446808510638299,0.12234042553191489,0.5,0.25,0.1082350155861579,0.0,1.0,0.25,0.10962950459954426
0.7708333333333333,0.7446808510638299,0.15070921985815602,0.5,0.546875,0.15821594391613725,0.0,1.0,0.375,0.16026668917208206
0.7708333333333333,0.7446808510638299,0.11524822695035461,0.5,0.890625,0.17487625335946372,0.0,1.0,0.625,0.17714575069626132
0.7708333333333333,0.7446808510638299,0.044326241134751775,0.5,0.6875,0.22792618606058213,0.0,1.0,0.375,0.21934340450670944
0.7708333333333333,0.7659574468085106,0.04964539007092198,0.5,0.828125,0.30421286614318216,1.0,0.0,0.25,0.2573212929361128
0.7708333333333333,0.7446808510638299,0.09574468085106383,0.75,0.828125,0.22924147364821318,0.0,1.0,0.125,0.23200270064984388
0.7708333333333333,0.7446808510638299,0.1099290780141844,0.5,0.8125,0.15821594391613725,0.0,1.0,0.375,0.16026668917208206
0.7708333333333333,0.7446808510638299,0.11170212765957446,0.25,0.859375,0.1937287087821752,1.0,0.0,0.375,0.21934340450670944
0.7708333333333333,0.7446808510638299,0.22872340425531915,0.75,0.84375,0.14199406366868783,0.0,1.0,0.125,0.1476073930289476
0.7708333333333333,0.7659574468085106,0.06560283687943262,0.25,0.171875,0.1555853687408752,0.0,1.0,0.5,0.16870621993417168
0.7708333333333333,0.7446808510638299,0.2819148936170213,0.5,0.84375,0.19855142993682234,0.0,1.0,0.125,0.206684108363575
0.7708333333333333,0.7446808510638299,0.09574468085106383,0.25,0.234375,0.13936348849342575,0.0,1.0,0.25,0.13072833150476834
0.7708333333333333,0.7446808510638299,0.12943262411347517,0.5,0.265625,0.1376097717099177,1.0,0.0,0.5,0.13916786226685798
0.7708333333333333,0.7659574468085106,0.06028368794326241,0.5,0.25,0.1555853687408752,0.0,1.0,0.375,0.16870621993417168
